"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","pharmacy","score"
"Census Tract 135, Atlantic County, New Jersey","135",85,616,121,2623,7,11,51,52,2614,575500,2623,164,NA,NA,NA
"Census Tract 135, Essex County, New Jersey","135",301,922,106,4781,56,0,0,87,4781,408400,4781,308,NA,NA,NA
"Census Tract 135, Hudson County, New Jersey","135",926,410,92,4598,0,65,116,72,4598,328300,4598,74,NA,NA,NA
"Census Tract 136, Essex County, New Jersey","136",236,1372,134,5161,53,111,43,14,5161,352900,5161,220,NA,NA,NA
"Census Tract 136, Hudson County, New Jersey","136",455,191,16,2229,0,11,0,32,2229,396100,2229,88,NA,NA,NA
"Census Tract 137, Essex County, New Jersey","137",392,663,190,4988,22,98,0,28,4988,383300,4988,99,NA,NA,NA
"Census Tract 137, Hudson County, New Jersey","137",403,213,64,2599,0,167,0,117,2599,334100,2599,66,NA,NA,NA
"Census Tract 138, Essex County, New Jersey","138",272,854,134,4409,38,12,7,0,4409,403300,4409,149,NA,NA,NA
"Census Tract 138, Hudson County, New Jersey","138",205,298,45,1695,6,10,0,97,1695,311100,1695,134,NA,NA,NA
"Census Tract 139, Essex County, New Jersey","139",113,964,173,4802,47,13,0,0,4802,359200,4802,146,NA,NA,NA
"Census Tract 139, Hudson County, New Jersey","139",285,395,104,2562,28,33,0,53,2562,328400,2562,74,NA,NA,NA
"Census Tract 14, Atlantic County, New Jersey","14",2079,210,91,4227,24,0,0,8,4199,195000,4227,94,NA,NA,NA
"Census Tract 14, Essex County, New Jersey","14",1333,67,30,2554,0,0,17,0,2554,218500,2554,0,NA,NA,NA
"Census Tract 14, Hudson County, New Jersey","14",523,502,79,3882,0,24,18,177,3763,290800,3882,32,NA,NA,NA
"Census Tract 14.01, Mercer County, New Jersey","14.01",1461,120,129,3759,0,39,0,86,3759,117500,3759,8,NA,NA,NA
"Census Tract 14.02, Mercer County, New Jersey","14.02",658,140,94,2149,26,0,23,140,2149,103200,2149,0,NA,NA,NA
"Census Tract 14.09, Middlesex County, New Jersey","14.09",69,776,126,3428,0,0,0,0,3428,526300,3428,169,NA,NA,NA
"Census Tract 14.10, Middlesex County, New Jersey","14.10",159,1161,225,4493,19,0,37,111,4493,474100,4493,163,NA,NA,NA
"Census Tract 14.11, Middlesex County, New Jersey","14.11",0,713,74,3443,22,0,0,0,3443,462800,3443,44,NA,NA,NA
"Census Tract 14.12, Middlesex County, New Jersey","14.12",124,597,105,3165,49,0,8,0,3069,384900,3165,156,NA,NA,NA
"Census Tract 14.13, Middlesex County, New Jersey","14.13",367,1060,178,5458,210,9,8,130,5418,436500,5458,166,NA,NA,NA
"Census Tract 14.14, Middlesex County, New Jersey","14.14",267,1342,107,5560,26,38,19,0,5560,358700,5560,129,NA,NA,NA
"Census Tract 14.15, Middlesex County, New Jersey","14.15",262,1463,138,5187,59,0,8,0,5187,564800,5187,274,NA,NA,NA
"Census Tract 14.16, Middlesex County, New Jersey","14.16",440,1862,125,8024,0,230,17,159,8024,406000,8024,52,NA,NA,NA
"Census Tract 14.17, Middlesex County, New Jersey","14.17",74,383,61,1845,6,50,0,60,1807,508600,1845,45,NA,NA,NA
"Census Tract 140, Bergen County, New Jersey","140",382,1673,385,7471,17,18,0,0,7251,486900,7471,311,NA,NA,NA
"Census Tract 140, Essex County, New Jersey","140",127,797,198,3876,32,26,0,0,3876,304800,3876,117,NA,NA,NA
"Census Tract 140, Hudson County, New Jersey","140",279,571,129,4433,26,89,9,122,4433,388400,4433,189,NA,NA,NA
"Census Tract 141, Essex County, New Jersey","141",308,552,124,3790,58,185,77,33,3790,321800,3790,77,NA,NA,NA
"Census Tract 141.01, Hudson County, New Jersey","141.01",143,817,131,3082,52,84,19,62,2591,244900,3082,142,NA,NA,NA
"Census Tract 141.02, Hudson County, New Jersey","141.02",360,949,178,5002,68,13,0,0,5002,325500,5002,242,NA,NA,NA
"Census Tract 142, Essex County, New Jersey","142",58,729,133,3622,6,0,6,17,3622,343500,3622,109,NA,NA,NA
"Census Tract 142, Hudson County, New Jersey","142",776,647,228,5489,0,67,67,115,5489,330900,5489,194,NA,NA,NA
"Census Tract 143, Essex County, New Jersey","143",184,600,338,5830,11,6,59,0,5830,302600,5830,212,NA,NA,NA
"Census Tract 143, Hudson County, New Jersey","143",896,455,300,5757,0,196,19,15,5757,394100,5757,191,NA,NA,NA
"Census Tract 1432, Passaic County, New Jersey","1432",290,1276,305,6922,31,0,0,7,6922,423000,6922,233,NA,NA,NA
"Census Tract 1433, Passaic County, New Jersey","1433",168,718,447,5376,89,99,0,0,5376,355500,5376,114,NA,NA,NA
"Census Tract 1434, Passaic County, New Jersey","1434",653,1000,237,6455,71,106,0,47,6455,366500,6455,281,NA,NA,NA
"Census Tract 144, Essex County, New Jersey","144",248,489,106,3760,7,68,0,21,3760,207000,3760,75,NA,NA,NA
"Census Tract 144, Hudson County, New Jersey","144",634,895,434,8781,76,17,0,122,8781,347900,8781,345,NA,NA,NA
"Census Tract 145, Essex County, New Jersey","145",582,413,117,4128,12,84,35,6,4128,288300,4128,70,NA,NA,NA
"Census Tract 145.01, Hudson County, New Jersey","145.01",1094,858,109,6832,13,67,0,89,6832,391100,6832,238,NA,NA,NA
"Census Tract 145.02, Hudson County, New Jersey","145.02",626,201,236,3283,0,0,38,16,3283,291900,3283,80,NA,NA,NA
"Census Tract 146, Essex County, New Jersey","146",178,571,211,4224,0,78,0,11,4224,328600,4224,91,NA,NA,NA
"Census Tract 146, Hudson County, New Jersey","146",242,416,116,3900,0,8,21,0,3900,382600,3900,124,NA,NA,NA
"Census Tract 147, Essex County, New Jersey","147",1161,766,356,6683,0,91,20,0,6619,273100,6683,166,NA,NA,NA
"Census Tract 147, Hudson County, New Jersey","147",754,330,392,4916,44,37,0,0,4916,306500,4916,190,NA,NA,NA
"Census Tract 148, Essex County, New Jersey","148",171,859,100,3633,12,0,0,0,3633,413000,3633,222,NA,NA,NA
"Census Tract 148, Hudson County, New Jersey","148",872,577,296,5965,0,0,0,0,5837,286600,5965,46,NA,NA,NA
"Census Tract 149, Essex County, New Jersey","149",55,1133,188,4653,62,30,96,0,4653,369700,4653,268,NA,NA,NA
"Census Tract 149, Hudson County, New Jersey","149",427,245,151,3332,0,23,8,233,3332,297400,3332,62,NA,NA,NA
"Census Tract 15, Atlantic County, New Jersey","15",525,101,0,1064,0,0,0,53,1064,167500,1064,0,NA,NA,NA
"Census Tract 15, Essex County, New Jersey","15",888,9,7,1987,0,63,0,12,1947,193800,1987,11,NA,NA,NA
"Census Tract 15, Mercer County, New Jersey","15",833,172,87,2599,0,0,22,0,2599,103100,2599,31,NA,NA,NA
"Census Tract 15.02, Middlesex County, New Jersey","15.02",429,1123,280,5832,68,109,19,220,5832,354200,5832,232,NA,NA,NA
"Census Tract 15.04, Middlesex County, New Jersey","15.04",208,1629,307,6172,0,247,0,228,6169,388100,6172,72,NA,NA,NA
"Census Tract 15.05, Middlesex County, New Jersey","15.05",0,496,69,1838,12,147,9,5,1838,288200,1838,20,NA,NA,NA
"Census Tract 15.06, Middlesex County, New Jersey","15.06",1402,1565,23,6844,0,171,0,264,6441,345600,6844,79,NA,NA,NA
"Census Tract 150, Essex County, New Jersey","150",161,653,248,3437,0,25,0,61,3437,354700,3437,163,NA,NA,NA
"Census Tract 150.01, Hudson County, New Jersey","150.01",62,1049,87,2059,0,58,44,174,2059,362500,2059,94,NA,NA,NA
"Census Tract 150.02, Hudson County, New Jersey","150.02",1333,390,203,5507,0,53,0,47,5372,309200,5507,385,NA,NA,NA
"Census Tract 151, Bergen County, New Jersey","151",6,566,89,2491,0,7,20,4,2491,1000001,2491,200,NA,NA,NA
"Census Tract 151, Essex County, New Jersey","151",241,667,180,4555,68,12,11,15,4555,333800,4555,118,NA,NA,NA
"Census Tract 151, Hudson County, New Jersey","151",256,351,154,3600,0,0,28,0,3600,349600,3600,143,NA,NA,NA
"Census Tract 152, Bergen County, New Jersey","152",676,1073,170,5958,0,57,0,61,5856,394300,5958,413,NA,NA,NA
"Census Tract 152, Essex County, New Jersey","152",242,698,155,3698,12,227,17,34,3698,334300,3698,130,NA,NA,NA
"Census Tract 152.01, Hudson County, New Jersey","152.01",71,772,159,2385,6,143,55,81,2385,348600,2385,207,NA,NA,NA
"Census Tract 152.02, Hudson County, New Jersey","152.02",892,869,150,5988,49,133,0,85,5988,244000,5988,165,NA,NA,NA
"Census Tract 153, Bergen County, New Jersey","153",754,698,105,5847,0,0,15,193,5847,339600,5847,167,NA,NA,NA
"Census Tract 153, Essex County, New Jersey","153",202,547,100,2814,19,46,0,45,2780,378600,2814,75,NA,NA,NA
"Census Tract 153, Hudson County, New Jersey","153",1218,298,153,4199,0,19,0,36,4199,369200,4199,137,NA,NA,NA
"Census Tract 154, Bergen County, New Jersey","154",1208,1180,194,6178,17,37,0,332,6178,403700,6178,347,NA,NA,NA
"Census Tract 154, Essex County, New Jersey","154",407,911,427,4782,19,74,24,115,4743,298100,4782,91,NA,NA,NA
"Census Tract 1540.01, Passaic County, New Jersey","1540.01",333,1096,71,6871,177,109,13,0,6871,384600,6871,160,NA,NA,NA
"Census Tract 1540.02, Passaic County, New Jersey","1540.02",490,1373,322,7408,66,30,34,27,7408,362600,7408,191,NA,NA,NA
"Census Tract 155, Bergen County, New Jersey","155",475,1579,81,6731,0,126,81,40,6672,605300,6731,413,NA,NA,NA
"Census Tract 155, Essex County, New Jersey","155",232,511,226,3813,0,20,10,10,3813,329800,3813,86,NA,NA,NA
"Census Tract 155, Hudson County, New Jersey","155",1088,278,175,5265,0,206,0,32,5265,336200,5265,128,NA,NA,NA
"Census Tract 156, Essex County, New Jersey","156",340,826,171,4202,0,104,0,106,4202,314700,4202,79,NA,NA,NA
"Census Tract 156, Hudson County, New Jersey","156",881,349,45,4115,0,23,0,6,4115,266700,4115,172,NA,NA,NA
"Census Tract 157, Essex County, New Jersey","157",458,207,87,2221,0,59,0,0,2194,344400,2221,67,NA,NA,NA
"Census Tract 157, Hudson County, New Jersey","157",316,334,147,3773,0,71,0,32,3773,338500,3773,70,NA,NA,NA
"Census Tract 158, Essex County, New Jersey","158",293,552,212,4049,18,12,9,12,4049,329700,4049,135,NA,NA,NA
"Census Tract 158.01, Hudson County, New Jersey","158.01",159,1046,52,2629,0,184,29,284,2629,592100,2629,198,NA,NA,NA
"Census Tract 158.02, Hudson County, New Jersey","158.02",1281,430,267,5944,13,86,0,75,5931,530900,5944,208,NA,NA,NA
"Census Tract 159, Essex County, New Jersey","159",683,719,256,5482,19,33,0,0,5482,293300,5482,100,NA,NA,NA
"Census Tract 159, Hudson County, New Jersey","159",1112,434,101,5679,0,42,7,53,5679,371600,5679,111,NA,NA,NA
"Census Tract 16, Essex County, New Jersey","16",522,38,67,1940,0,4,0,20,1940,228900,1940,32,NA,NA,NA
"Census Tract 16, Mercer County, New Jersey","16",519,23,60,1229,0,0,0,0,1229,85400,1229,12,NA,NA,NA
"Census Tract 16, Middlesex County, New Jersey","16",438,571,193,4774,0,58,0,87,4774,287000,4774,68,NA,NA,NA
"Census Tract 160, Bergen County, New Jersey","160",394,1659,165,5297,48,0,74,0,5297,978700,5297,221,NA,NA,NA
"Census Tract 160, Essex County, New Jersey","160",242,1861,151,7520,0,0,130,32,7516,575800,7520,525,NA,NA,NA
"Census Tract 160, Hudson County, New Jersey","160",637,236,47,3140,0,84,0,26,3140,365400,3140,119,NA,NA,NA
"Census Tract 161, Essex County, New Jersey","161",66,668,78,3136,6,0,33,0,3132,658500,3136,171,NA,NA,NA
"Census Tract 161, Hudson County, New Jersey","161",1224,213,174,3987,0,32,0,20,3987,270000,3987,46,NA,NA,NA
"Census Tract 162, Essex County, New Jersey","162",93,808,68,3428,20,0,92,0,3428,681900,3428,204,NA,NA,NA
"Census Tract 162, Hudson County, New Jersey","162",1055,251,126,5014,0,62,0,40,5014,399100,5014,87,NA,NA,NA
"Census Tract 163, Essex County, New Jersey","163",181,1069,79,3675,0,8,28,7,3675,648500,3675,292,NA,NA,NA
"Census Tract 163, Hudson County, New Jersey","163",928,379,42,4674,0,8,24,23,4674,284000,4674,92,NA,NA,NA
"Census Tract 1635, Passaic County, New Jersey","1635",168,1924,463,8360,26,207,0,0,8301,468900,8360,434,NA,NA,NA
"Census Tract 164, Essex County, New Jersey","164",156,749,11,3575,27,0,16,49,3517,668000,3575,269,NA,NA,NA
"Census Tract 164, Hudson County, New Jersey","164",1127,297,92,3843,0,7,31,74,3843,341700,3843,36,NA,NA,NA
"Census Tract 165, Essex County, New Jersey","165",214,854,79,4360,0,27,91,0,4338,630300,4360,350,NA,NA,NA
"Census Tract 165, Hudson County, New Jersey","165",708,455,78,3592,0,27,0,110,3543,349000,3592,78,NA,NA,NA
"Census Tract 166, Essex County, New Jersey","166",114,651,127,2682,0,40,38,38,2682,435800,2682,120,NA,NA,NA
"Census Tract 166, Hudson County, New Jersey","166",1439,294,20,3518,0,0,0,25,3518,344000,3518,115,NA,NA,NA
"Census Tract 167, Essex County, New Jersey","167",281,435,144,2359,0,65,9,71,2354,291200,2359,91,NA,NA,NA
"Census Tract 167, Hudson County, New Jersey","167",152,133,40,1345,0,0,25,22,1345,355700,1345,37,NA,NA,NA
"Census Tract 168, Essex County, New Jersey","168",191,755,156,2758,24,193,0,23,2754,326200,2758,133,NA,NA,NA
"Census Tract 168, Hudson County, New Jersey","168",727,249,107,3289,0,87,0,197,3289,419600,3289,73,NA,NA,NA
"Census Tract 169, Essex County, New Jersey","169",261,663,26,3343,0,58,46,0,3343,1000001,3343,186,NA,NA,NA
"Census Tract 169, Hudson County, New Jersey","169",742,52,81,3523,0,0,0,39,3523,468300,3523,0,NA,NA,NA
"Census Tract 17, Essex County, New Jersey","17",748,205,36,2185,0,5,0,26,2185,172300,2185,108,NA,NA,NA
"Census Tract 17, Mercer County, New Jersey","17",1181,89,126,3927,0,5,0,0,3927,79700,3927,11,NA,NA,NA
"Census Tract 17.01, Hudson County, New Jersey","17.01",1441,728,135,4482,0,56,0,113,4482,278400,4482,89,NA,NA,NA
"Census Tract 17.01, Middlesex County, New Jersey","17.01",159,787,250,5024,12,152,11,35,5024,310600,5024,129,NA,NA,NA
"Census Tract 17.02, Middlesex County, New Jersey","17.02",51,591,178,3227,0,97,10,0,3227,310000,3227,103,NA,NA,NA
"Census Tract 170, Essex County, New Jersey","170",67,665,71,3235,8,28,51,51,3181,503200,3235,203,NA,NA,NA
"Census Tract 170, Hudson County, New Jersey","170",1620,268,46,5037,0,0,0,13,4842,220400,5037,66,NA,NA,NA
"Census Tract 171, Bergen County, New Jersey","171",383,1856,309,6843,90,82,80,64,6843,484500,6843,406,NA,NA,NA
"Census Tract 171, Essex County, New Jersey","171",864,239,52,2481,0,0,0,0,2391,319800,2481,47,NA,NA,NA
"Census Tract 171, Hudson County, New Jersey","171",642,485,92,5454,0,12,26,79,5454,310600,5454,166,NA,NA,NA
"Census Tract 172, Bergen County, New Jersey","172",272,1014,237,5797,33,41,36,159,5797,360300,5797,223,NA,NA,NA
"Census Tract 172, Essex County, New Jersey","172",146,553,113,2670,16,58,11,0,2670,365400,2670,94,NA,NA,NA
"Census Tract 172, Hudson County, New Jersey","172",387,273,113,2529,27,0,0,44,2529,428800,2529,97,NA,NA,NA
"Census Tract 173, Bergen County, New Jersey","173",210,1081,422,6341,118,8,0,0,6331,398200,6341,232,NA,NA,NA
"Census Tract 173, Hudson County, New Jersey","173",399,372,26,1973,26,0,10,11,1973,311300,1973,150,NA,NA,NA
"Census Tract 173.01, Essex County, New Jersey","173.01",129,1312,161,5526,47,54,39,0,5417,395300,5526,251,NA,NA,NA
"Census Tract 173.02, Essex County, New Jersey","173.02",180,1707,163,6363,29,61,0,118,5804,390500,6363,272,NA,NA,NA
"Census Tract 174, Bergen County, New Jersey","174",187,1110,227,5076,55,0,18,52,4928,447900,5076,182,NA,NA,NA
"Census Tract 174, Essex County, New Jersey","174",96,1102,243,5585,24,55,42,23,5532,359900,5585,187,NA,NA,NA
"Census Tract 174, Hudson County, New Jersey","174",437,253,122,3078,6,5,0,43,3072,423100,3078,28,NA,NA,NA
"Census Tract 175, Bergen County, New Jersey","175",246,1501,427,8422,10,20,49,0,8422,389600,8422,255,NA,NA,NA
"Census Tract 175, Essex County, New Jersey","175",141,1070,265,5672,50,115,34,156,5635,368400,5672,331,NA,NA,NA
"Census Tract 175, Hudson County, New Jersey","175",876,264,94,4050,0,8,12,101,4050,270000,4050,97,NA,NA,NA
"Census Tract 1752, Passaic County, New Jersey","1752",2008,64,22,5358,0,0,0,0,5358,305000,5358,73,NA,NA,NA
"Census Tract 1753.01, Passaic County, New Jersey","1753.01",1218,110,41,3858,0,58,0,10,3858,413200,3858,57,NA,NA,NA
"Census Tract 1753.02, Passaic County, New Jersey","1753.02",1738,175,12,4444,0,17,0,0,4444,339700,4444,55,NA,NA,NA
"Census Tract 1754.01, Passaic County, New Jersey","1754.01",1655,203,125,5458,18,0,0,13,5458,350800,5458,75,NA,NA,NA
"Census Tract 1754.02, Passaic County, New Jersey","1754.02",1997,126,19,4426,0,93,0,0,4317,378400,4426,77,NA,NA,NA
"Census Tract 1755, Passaic County, New Jersey","1755",2438,151,99,6858,0,0,0,15,6768,239900,6858,88,NA,NA,NA
"Census Tract 1756.01, Passaic County, New Jersey","1756.01",29,470,18,3098,25,0,0,0,3098,483600,3098,157,NA,NA,NA
"Census Tract 1756.02, Passaic County, New Jersey","1756.02",2049,490,164,7020,0,19,0,308,7014,301500,7020,80,NA,NA,NA
"Census Tract 1757.01, Passaic County, New Jersey","1757.01",615,660,238,5123,0,47,0,0,5123,359000,5123,121,NA,NA,NA
"Census Tract 1757.03, Passaic County, New Jersey","1757.03",615,503,144,4633,0,39,27,17,4633,302400,4633,67,NA,NA,NA
"Census Tract 1757.04, Passaic County, New Jersey","1757.04",269,494,231,4618,0,153,0,17,4618,354700,4618,215,NA,NA,NA
"Census Tract 1758.01, Passaic County, New Jersey","1758.01",918,331,293,3994,0,14,0,55,3994,366000,3994,77,NA,NA,NA
"Census Tract 1758.02, Passaic County, New Jersey","1758.02",3465,67,128,6957,0,0,0,21,6957,331300,6957,91,NA,NA,NA
"Census Tract 1759, Passaic County, New Jersey","1759",1482,29,35,3840,0,0,0,0,3840,275000,3840,2,NA,NA,NA
"Census Tract 176, Essex County, New Jersey","176",776,476,189,4943,0,9,27,9,4943,286600,4943,70,NA,NA,NA
"Census Tract 176, Hudson County, New Jersey","176",759,128,214,3113,7,11,0,6,3113,335500,3113,109,NA,NA,NA
"Census Tract 177, Essex County, New Jersey","177",732,345,203,4764,26,92,0,44,4741,309800,4764,142,NA,NA,NA
"Census Tract 177, Hudson County, New Jersey","177",513,134,40,2269,0,0,0,3,2269,375000,2269,69,NA,NA,NA
"Census Tract 178, Essex County, New Jersey","178",637,367,248,3711,0,37,28,24,3699,322300,3711,111,NA,NA,NA
"Census Tract 178, Hudson County, New Jersey","178",1129,414,199,6358,38,12,0,53,6358,291400,6358,150,NA,NA,NA
"Census Tract 179, Essex County, New Jersey","179",168,949,64,3480,36,0,18,0,3480,387900,3480,171,NA,NA,NA
"Census Tract 179, Hudson County, New Jersey","179",104,619,37,1797,23,27,16,95,1797,9e+05,1797,89,NA,NA,NA
"Census Tract 18, Essex County, New Jersey","18",419,58,118,1372,0,0,0,0,1372,182800,1372,29,NA,NA,NA
"Census Tract 18, Hudson County, New Jersey","18",1435,649,83,3956,11,0,0,14,3956,274200,3956,84,NA,NA,NA
"Census Tract 18, Mercer County, New Jersey","18",760,191,71,3843,0,0,56,68,3262,123400,3843,118,NA,NA,NA
"Census Tract 18.03, Middlesex County, New Jersey","18.03",141,305,135,3012,120,13,10,0,3012,317700,3012,33,NA,NA,NA
"Census Tract 18.04, Middlesex County, New Jersey","18.04",478,667,318,4309,71,24,72,79,4309,283000,4309,167,NA,NA,NA
"Census Tract 18.05, Middlesex County, New Jersey","18.05",260,970,215,5302,44,65,10,43,5302,322000,5302,89,NA,NA,NA
"Census Tract 180, Essex County, New Jersey","180",127,1373,106,6151,0,0,40,0,6055,443100,6151,302,NA,NA,NA
"Census Tract 180, Hudson County, New Jersey","180",783,984,209,4319,14,48,0,120,4319,439700,4319,215,NA,NA,NA
"Census Tract 1801, Passaic County, New Jersey","1801",881,918,481,7665,86,0,0,0,7665,328000,7665,175,NA,NA,NA
"Census Tract 1802.01, Passaic County, New Jersey","1802.01",637,241,32,3246,0,0,0,0,3246,275700,3246,47,NA,NA,NA
"Census Tract 1802.02, Passaic County, New Jersey","1802.02",2613,319,120,7421,14,51,0,0,7381,261400,7421,79,NA,NA,NA
"Census Tract 1803, Passaic County, New Jersey","1803",1716,271,124,6506,0,20,18,66,6483,323100,6506,73,NA,NA,NA
"Census Tract 1806, Passaic County, New Jersey","1806",1281,260,145,4305,0,10,0,0,4305,276200,4305,40,NA,NA,NA
"Census Tract 1807, Passaic County, New Jersey","1807",691,57,84,2422,0,0,0,0,2422,270800,2422,28,NA,NA,NA
"Census Tract 1808, Passaic County, New Jersey","1808",760,69,58,2313,0,0,0,0,2313,360800,2313,17,NA,NA,NA
"Census Tract 1809, Passaic County, New Jersey","1809",1623,70,76,3518,0,46,0,56,3518,308200,3518,44,NA,NA,NA
"Census Tract 181, Bergen County, New Jersey","181",1561,743,26,7124,0,23,0,0,7124,389600,7124,136,NA,NA,NA
"Census Tract 181, Essex County, New Jersey","181",414,208,107,1909,0,16,0,0,1909,249300,1909,21,NA,NA,NA
"Census Tract 181, Hudson County, New Jersey","181",414,531,66,2450,0,89,0,26,2450,556200,2450,74,NA,NA,NA
"Census Tract 1810, Passaic County, New Jersey","1810",1170,169,115,5266,11,47,0,0,5266,276800,5266,153,NA,NA,NA
"Census Tract 1811, Passaic County, New Jersey","1811",1664,403,297,7646,54,0,105,0,7646,287700,7646,66,NA,NA,NA
"Census Tract 1812, Passaic County, New Jersey","1812",1141,274,73,4408,0,0,0,16,4408,264900,4408,48,NA,NA,NA
"Census Tract 1813, Passaic County, New Jersey","1813",1875,73,86,4929,0,0,0,0,4929,316700,4929,10,NA,NA,NA
"Census Tract 1814, Passaic County, New Jersey","1814",1157,20,100,2835,0,0,8,0,2835,145800,2835,0,NA,NA,NA
"Census Tract 1815, Passaic County, New Jersey","1815",598,59,14,2158,0,26,0,0,2143,281600,2158,0,NA,NA,NA
"Census Tract 1817.02, Passaic County, New Jersey","1817.02",1095,72,45,2841,0,17,0,64,2816,275000,2841,14,NA,NA,NA
"Census Tract 1818, Passaic County, New Jersey","1818",1205,68,47,3127,0,0,0,0,2113,NA,3127,45,NA,NA,NA
"Census Tract 1819, Passaic County, New Jersey","1819",890,384,235,5099,8,0,0,57,5091,306100,5099,55,NA,NA,NA
"Census Tract 182, Bergen County, New Jersey","182",569,922,300,6764,17,169,0,32,6764,396300,6764,170,NA,NA,NA
"Census Tract 182, Essex County, New Jersey","182",1152,295,308,4491,63,13,0,0,4491,289100,4491,39,NA,NA,NA
"Census Tract 182, Hudson County, New Jersey","182",142,1036,115,4198,0,0,0,115,4198,451300,4198,249,NA,NA,NA
"Census Tract 1820, Passaic County, New Jersey","1820",743,99,18,1636,0,0,0,27,1636,281800,1636,19,NA,NA,NA
"Census Tract 1821, Passaic County, New Jersey","1821",1168,211,78,4006,0,44,0,0,4003,235000,4006,34,NA,NA,NA
"Census Tract 1822, Passaic County, New Jersey","1822",1816,88,76,3462,0,10,0,0,3462,288500,3462,7,NA,NA,NA
"Census Tract 1823.01, Passaic County, New Jersey","1823.01",605,19,33,1753,0,0,0,121,1753,356000,1753,0,NA,NA,NA
"Census Tract 1823.02, Passaic County, New Jersey","1823.02",2139,168,164,5470,0,0,0,0,5470,327200,5470,22,NA,NA,NA
"Census Tract 1824, Passaic County, New Jersey","1824",859,250,204,5717,33,38,0,71,5717,284000,5717,78,NA,NA,NA
