"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","score"
"Census Tract 54, Hudson County, New Jersey","54",717,1526,319,7079,29,0,51,47,7066,347500,7079,299,NA,NA
"Census Tract 541, Bergen County, New Jersey","541",528,1605,351,8340,35,29,259,0,8340,380500,8340,333,NA,NA
"Census Tract 541, Somerset County, New Jersey","541",200,1937,192,7933,78,199,33,35,7422,603600,7933,225,NA,NA
"Census Tract 542, Bergen County, New Jersey","542",681,722,128,4595,0,101,7,60,4494,335200,4595,170,NA,NA
"Census Tract 542.01, Somerset County, New Jersey","542.01",502,1702,160,7226,111,76,187,90,7173,523800,7226,244,NA,NA
"Census Tract 542.02, Somerset County, New Jersey","542.02",281,1041,123,5579,113,0,42,0,5495,667900,5579,314,NA,NA
"Census Tract 543, Bergen County, New Jersey","543",4,1344,74,6594,0,0,0,79,6594,604000,6594,275,NA,NA
"Census Tract 543, Somerset County, New Jersey","543",304,2480,478,9762,192,26,29,22,9520,348600,9762,292,NA,NA
"Census Tract 544, Bergen County, New Jersey","544",537,1632,302,7750,5,0,47,21,7750,380700,7750,218,NA,NA
"Census Tract 545, Bergen County, New Jersey","545",63,1216,70,4822,39,0,31,32,4822,444300,4822,230,NA,NA
"Census Tract 546, Bergen County, New Jersey","546",352,1733,593,8442,105,93,77,11,8402,363100,8442,207,NA,NA
"Census Tract 55, Hudson County, New Jersey","55",782,229,103,2870,45,0,55,8,2870,208900,2870,32,NA,NA
"Census Tract 55, Middlesex County, New Jersey","55",1238,202,169,3860,0,14,0,0,3860,156400,3860,27,NA,NA
"Census Tract 551, Bergen County, New Jersey","551",108,1269,81,6792,92,0,65,12,6729,1091000,6792,480,NA,NA
"Census Tract 552, Bergen County, New Jersey","552",427,1828,182,7895,0,0,0,48,7895,645000,7895,406,NA,NA
"Census Tract 56, Hudson County, New Jersey","56",652,627,176,4186,0,26,29,18,4186,326100,4186,152,NA,NA
"Census Tract 56.01, Middlesex County, New Jersey","56.01",883,91,55,2840,6,16,0,33,2840,264900,2840,54,NA,NA
"Census Tract 56.02, Middlesex County, New Jersey","56.02",2570,69,52,7672,0,0,0,190,7672,250800,7672,88,NA,NA
"Census Tract 561, Bergen County, New Jersey","561",93,1087,248,4966,154,27,0,27,4966,427100,4966,121,NA,NA
"Census Tract 562, Bergen County, New Jersey","562",348,1414,280,4982,0,0,18,36,4982,459800,4982,168,NA,NA
"Census Tract 57, Essex County, New Jersey","57",558,197,59,2427,0,38,0,13,2420,328800,2427,206,NA,NA
"Census Tract 57, Middlesex County, New Jersey","57",1359,540,92,5252,0,39,16,9,5252,183200,5252,151,NA,NA
"Census Tract 571.01, Bergen County, New Jersey","571.01",649,840,379,4458,38,16,0,12,4458,369400,4458,170,NA,NA
"Census Tract 571.02, Bergen County, New Jersey","571.02",182,574,352,3666,10,13,18,32,3666,379700,3666,188,NA,NA
"Census Tract 572, Bergen County, New Jersey","572",400,436,113,3456,0,0,0,19,3456,308300,3456,166,NA,NA
"Census Tract 58, Middlesex County, New Jersey","58",2252,218,144,5376,16,66,0,20,5376,249500,5376,41,NA,NA
"Census Tract 58.01, Hudson County, New Jersey","58.01",1601,213,119,5564,41,20,0,0,5564,276100,5564,131,NA,NA
"Census Tract 58.02, Hudson County, New Jersey","58.02",55,422,52,1649,91,27,38,40,1649,491600,1649,72,NA,NA
"Census Tract 581, Bergen County, New Jersey","581",70,977,94,3806,38,0,41,0,3806,503800,3806,129,NA,NA
"Census Tract 582, Bergen County, New Jersey","582",40,1305,373,5437,0,0,15,0,5437,492300,5437,238,NA,NA
"Census Tract 59, Hudson County, New Jersey","59",835,1469,205,7561,15,0,0,12,7375,290300,7561,209,NA,NA
"Census Tract 591, Bergen County, New Jersey","591",432,1479,179,5361,0,51,21,111,5310,413900,5361,293,NA,NA
"Census Tract 592, Bergen County, New Jersey","592",267,1101,281,5784,0,43,18,40,5784,457800,5784,209,NA,NA
"Census Tract 6, Essex County, New Jersey","6",710,238,196,3779,27,0,0,10,3779,263000,3779,127,NA,NA
"Census Tract 6, Hudson County, New Jersey","6",871,772,218,5770,73,10,22,57,5770,406400,5770,397,NA,NA
"Census Tract 6, Mercer County, New Jersey","6",900,290,228,4658,0,0,0,0,4658,106200,4658,53,NA,NA
"Census Tract 6.03, Middlesex County, New Jersey","6.03",48,469,124,2021,23,0,5,0,2021,379100,2021,78,NA,NA
"Census Tract 6.06, Middlesex County, New Jersey","6.06",526,1770,427,7095,19,70,14,65,7074,327000,7095,306,NA,NA
"Census Tract 6.08, Middlesex County, New Jersey","6.08",325,406,46,1738,6,51,12,32,1738,311300,1738,14,NA,NA
"Census Tract 60, Hudson County, New Jersey","60",476,241,144,4005,0,0,0,0,4005,242900,4005,119,NA,NA
"Census Tract 60.01, Middlesex County, New Jersey","60.01",98,358,104,2362,0,126,0,30,2261,283800,2362,36,NA,NA
"Census Tract 60.02, Middlesex County, New Jersey","60.02",771,590,53,8106,0,70,0,0,8106,356300,8106,62,NA,NA
"Census Tract 600, Bergen County, New Jersey","600",467,1482,419,8630,61,30,202,38,8616,386600,8630,316,NA,NA
"Census Tract 6002, Camden County, New Jersey","6002",629,6,121,1933,0,43,0,0,1933,62700,1933,50,NA,NA
"Census Tract 6004, Camden County, New Jersey","6004",1511,131,88,2904,0,36,0,0,2881,71400,2904,34,NA,NA
"Census Tract 6007, Camden County, New Jersey","6007",826,42,34,1497,0,21,0,0,1497,80700,1497,0,NA,NA
"Census Tract 6008, Camden County, New Jersey","6008",2346,218,73,5270,0,45,0,0,5077,82500,5270,0,NA,NA
"Census Tract 6009, Camden County, New Jersey","6009",2086,69,87,4064,26,62,11,58,4047,95200,4064,56,NA,NA
"Census Tract 6010, Camden County, New Jersey","6010",1619,254,101,6503,52,60,19,0,6503,102900,6503,88,NA,NA
"Census Tract 6011.01, Camden County, New Jersey","6011.01",1273,35,19,3283,0,8,0,0,3283,83500,3283,57,NA,NA
"Census Tract 6011.02, Camden County, New Jersey","6011.02",1420,285,95,5707,0,26,0,30,5707,92200,5707,33,NA,NA
"Census Tract 6012, Camden County, New Jersey","6012",1834,453,151,6291,41,65,0,72,6291,84400,6291,43,NA,NA
"Census Tract 6013, Camden County, New Jersey","6013",1488,153,210,4305,0,12,0,0,4305,90000,4305,68,NA,NA
"Census Tract 6014, Camden County, New Jersey","6014",1320,186,129,4623,0,0,0,37,4623,86300,4623,9,NA,NA
"Census Tract 6015, Camden County, New Jersey","6015",1784,202,102,4932,0,23,26,0,4851,67700,4932,43,NA,NA
"Census Tract 6016, Camden County, New Jersey","6016",1073,54,28,2649,6,81,0,0,2623,68200,2649,37,NA,NA
"Census Tract 6017, Camden County, New Jersey","6017",1505,21,23,3146,0,25,0,0,3146,73400,3146,38,NA,NA
"Census Tract 6018, Camden County, New Jersey","6018",239,58,11,1206,0,0,0,11,1206,55600,1206,23,NA,NA
"Census Tract 6019, Camden County, New Jersey","6019",1126,14,56,2727,0,0,0,0,2727,77300,2727,60,NA,NA
"Census Tract 6020, Camden County, New Jersey","6020",2434,112,412,6478,58,0,0,49,6478,69500,6478,74,NA,NA
"Census Tract 6025.03, Camden County, New Jersey","6025.03",147,179,91,2417,89,0,0,19,2417,140600,2417,13,NA,NA
"Census Tract 6026.01, Camden County, New Jersey","6026.01",139,252,141,2669,25,0,9,0,2662,165800,2669,145,NA,NA
"Census Tract 6026.02, Camden County, New Jersey","6026.02",593,330,145,2947,0,0,0,0,2947,157700,2947,80,NA,NA
"Census Tract 6029.01, Camden County, New Jersey","6029.01",235,563,257,4413,0,19,0,6,4406,176700,4413,75,NA,NA
"Census Tract 6029.02, Camden County, New Jersey","6029.02",480,282,254,3304,65,28,68,0,3304,166500,3304,120,NA,NA
"Census Tract 6030.01, Camden County, New Jersey","6030.01",282,541,221,3901,45,97,0,16,3901,165100,3901,103,NA,NA
"Census Tract 6030.02, Camden County, New Jersey","6030.02",492,487,222,4515,45,158,30,19,4515,145100,4515,48,NA,NA
"Census Tract 6031, Camden County, New Jersey","6031",118,545,162,3726,36,51,15,12,3726,216900,3726,109,NA,NA
"Census Tract 6032, Camden County, New Jersey","6032",549,926,327,6721,61,63,166,91,6539,212100,6721,188,NA,NA
"Census Tract 6033.01, Camden County, New Jersey","6033.01",479,1091,248,5498,320,86,73,41,5453,243300,5498,156,NA,NA
"Census Tract 6033.02, Camden County, New Jersey","6033.02",427,965,343,6379,83,50,60,0,6365,240900,6379,277,NA,NA
"Census Tract 6033.03, Camden County, New Jersey","6033.03",492,665,75,2837,86,35,132,175,2690,243600,2837,69,NA,NA
"Census Tract 6034, Camden County, New Jersey","6034",442,1679,374,7313,121,96,48,127,7218,225400,7313,178,NA,NA
"Census Tract 6035.01, Camden County, New Jersey","6035.01",349,1359,196,6245,11,238,73,289,6223,343000,6245,443,NA,NA
"Census Tract 6035.03, Camden County, New Jersey","6035.03",29,1159,178,4558,10,0,39,0,4558,363600,4558,256,NA,NA
"Census Tract 6035.04, Camden County, New Jersey","6035.04",46,495,102,2633,43,0,34,0,2633,277700,2633,131,NA,NA
"Census Tract 6035.05, Camden County, New Jersey","6035.05",146,846,175,3482,42,0,34,5,3477,231800,3482,74,NA,NA
"Census Tract 6035.06, Camden County, New Jersey","6035.06",135,1698,263,6126,134,8,62,0,6107,321300,6126,198,NA,NA
"Census Tract 6035.07, Camden County, New Jersey","6035.07",328,1331,262,6720,26,117,172,0,6479,361700,6720,298,NA,NA
"Census Tract 6036.01, Camden County, New Jersey","6036.01",138,838,138,3558,9,9,27,99,3342,221600,3558,99,NA,NA
"Census Tract 6036.02, Camden County, New Jersey","6036.02",140,738,103,2557,30,0,15,80,2557,356000,2557,79,NA,NA
"Census Tract 6036.03, Camden County, New Jersey","6036.03",127,599,92,2340,7,0,47,15,2335,293800,2340,106,NA,NA
"Census Tract 6037, Camden County, New Jersey","6037",272,584,176,3892,21,145,70,78,3881,223500,3892,114,NA,NA
"Census Tract 6038, Camden County, New Jersey","6038",255,1107,203,5132,18,74,47,24,5132,273500,5132,253,NA,NA
"Census Tract 6039.01, Camden County, New Jersey","6039.01",198,1063,216,5146,0,163,70,32,5146,292100,5146,208,NA,NA
"Census Tract 6039.02, Camden County, New Jersey","6039.02",92,642,181,2779,21,11,0,10,2779,204400,2779,99,NA,NA
"Census Tract 6041, Camden County, New Jersey","6041",669,78,89,2915,15,0,14,33,2915,100900,2915,9,NA,NA
"Census Tract 6042, Camden County, New Jersey","6042",71,644,197,3199,17,138,15,61,3136,248300,3199,159,NA,NA
"Census Tract 6043, Camden County, New Jersey","6043",160,1017,208,3821,114,40,61,90,3821,258000,3821,269,NA,NA
"Census Tract 6044, Camden County, New Jersey","6044",178,720,120,3386,99,8,82,58,3386,279100,3386,162,NA,NA
"Census Tract 6046, Camden County, New Jersey","6046",153,388,161,2013,0,76,16,28,2013,184000,2013,87,NA,NA
"Census Tract 6047, Camden County, New Jersey","6047",45,321,108,1941,20,0,31,0,1941,181700,1941,116,NA,NA
"Census Tract 6051, Camden County, New Jersey","6051",154,206,177,2115,17,25,5,0,2115,149700,2115,44,NA,NA
"Census Tract 6052, Camden County, New Jersey","6052",426,276,193,2857,0,0,0,0,2857,152700,2857,40,NA,NA
"Census Tract 6053, Camden County, New Jersey","6053",302,211,80,2023,27,22,49,0,2023,134600,2023,50,NA,NA
"Census Tract 6054, Camden County, New Jersey","6054",342,244,236,2610,18,0,0,22,2610,165300,2610,113,NA,NA
"Census Tract 6056.02, Camden County, New Jersey","6056.02",151,416,214,2799,23,115,53,0,2799,208800,2799,145,NA,NA
"Census Tract 6057, Camden County, New Jersey","6057",136,693,146,3425,41,0,28,0,3415,209500,3425,211,NA,NA
"Census Tract 6058, Camden County, New Jersey","6058",173,701,86,2749,0,0,94,0,2749,250600,2749,118,NA,NA
"Census Tract 6059, Camden County, New Jersey","6059",124,648,172,2749,50,10,57,0,2749,310000,2749,144,NA,NA
"Census Tract 6060, Camden County, New Jersey","6060",114,585,49,1993,12,44,17,5,1993,348900,1993,124,NA,NA
"Census Tract 6061, Camden County, New Jersey","6061",30,552,49,2275,13,6,40,63,2267,547800,2275,85,NA,NA
"Census Tract 6062, Camden County, New Jersey","6062",19,999,118,3729,31,83,91,0,3729,429000,3729,204,NA,NA
"Census Tract 6063, Camden County, New Jersey","6063",85,619,95,2334,90,35,75,6,2334,478800,2334,72,NA,NA
"Census Tract 6064, Camden County, New Jersey","6064",54,877,71,3034,10,0,111,0,3034,656700,3034,229,NA,NA
"Census Tract 6065, Camden County, New Jersey","6065",544,310,94,2897,23,0,13,16,2897,164700,2897,32,NA,NA
"Census Tract 6066, Camden County, New Jersey","6066",199,465,198,2328,0,74,6,10,2328,231000,2328,148,NA,NA
"Census Tract 6067, Camden County, New Jersey","6067",323,796,257,4413,51,43,36,29,4413,189400,4413,198,NA,NA
"Census Tract 6068, Camden County, New Jersey","6068",548,409,187,3854,16,36,0,199,3854,179100,3854,174,NA,NA
"Census Tract 6070, Camden County, New Jersey","6070",1083,362,226,4480,10,140,24,32,4470,152700,4480,76,NA,NA
"Census Tract 6071, Camden County, New Jersey","6071",174,456,158,3914,116,38,122,0,3914,166000,3914,88,NA,NA
"Census Tract 6072, Camden County, New Jersey","6072",584,626,184,4414,53,129,18,37,4414,164000,4414,239,NA,NA
"Census Tract 6073, Camden County, New Jersey","6073",407,408,256,4289,84,63,10,0,4289,155300,4289,153,NA,NA
"Census Tract 6074.01, Camden County, New Jersey","6074.01",410,395,125,2680,11,0,29,0,2680,170500,2680,85,NA,NA
"Census Tract 6074.02, Camden County, New Jersey","6074.02",88,322,67,2727,18,13,35,122,2727,167600,2727,64,NA,NA
"Census Tract 6075.02, Camden County, New Jersey","6075.02",269,939,198,5642,41,31,51,0,5104,352800,5642,130,NA,NA
"Census Tract 6075.03, Camden County, New Jersey","6075.03",250,1626,230,6509,74,125,33,0,6085,338900,6509,372,NA,NA
"Census Tract 6075.04, Camden County, New Jersey","6075.04",74,770,165,3621,70,0,17,0,3621,390500,3621,202,NA,NA
"Census Tract 6075.05, Camden County, New Jersey","6075.05",244,873,209,4415,42,9,53,0,4415,340800,4415,137,NA,NA
"Census Tract 6075.06, Camden County, New Jersey","6075.06",490,881,69,3470,30,338,12,307,3470,143500,3470,51,NA,NA
"Census Tract 6075.07, Camden County, New Jersey","6075.07",819,984,198,5560,41,308,0,267,5538,207100,5560,178,NA,NA
"Census Tract 6076, Camden County, New Jersey","6076",70,304,128,2223,23,5,46,0,2214,205800,2223,73,NA,NA
"Census Tract 6077.01, Camden County, New Jersey","6077.01",1585,204,229,6124,0,231,0,55,6050,128200,6124,92,NA,NA
"Census Tract 6077.02, Camden County, New Jersey","6077.02",314,369,143,3806,18,40,0,10,3806,126400,3806,41,NA,NA
"Census Tract 6078.01, Camden County, New Jersey","6078.01",238,396,348,5024,0,254,40,46,5024,105300,5024,183,NA,NA
"Census Tract 6078.02, Camden County, New Jersey","6078.02",286,228,170,2400,27,29,6,17,2400,127200,2400,47,NA,NA
"Census Tract 6079, Camden County, New Jersey","6079",113,345,122,1907,19,12,8,15,1907,179900,1907,46,NA,NA
"Census Tract 6080.01, Camden County, New Jersey","6080.01",371,342,176,3358,11,83,30,11,3358,161300,3358,9,NA,NA
"Census Tract 6082.02, Camden County, New Jersey","6082.02",37,635,233,3876,34,61,45,0,3876,200800,3876,105,NA,NA
"Census Tract 6082.05, Camden County, New Jersey","6082.05",127,735,194,3996,0,44,53,0,3996,225900,3996,192,NA,NA
"Census Tract 6082.06, Camden County, New Jersey","6082.06",185,375,198,3537,9,8,0,0,3537,185600,3537,54,NA,NA
"Census Tract 6082.09, Camden County, New Jersey","6082.09",153,501,210,3343,10,26,0,0,3343,225900,3343,146,NA,NA
"Census Tract 6082.10, Camden County, New Jersey","6082.10",477,394,250,3956,0,474,38,186,3938,217200,3956,97,NA,NA
"Census Tract 6082.11, Camden County, New Jersey","6082.11",392,978,245,5848,88,79,0,0,5848,171200,5848,117,NA,NA
"Census Tract 6083.02, Camden County, New Jersey","6083.02",384,446,261,4468,55,132,0,376,4468,164300,4468,65,NA,NA
"Census Tract 6083.03, Camden County, New Jersey","6083.03",477,250,160,2696,14,146,14,0,2696,192200,2696,124,NA,NA
"Census Tract 6083.04, Camden County, New Jersey","6083.04",539,723,610,6152,0,184,0,0,6152,182100,6152,153,NA,NA
"Census Tract 6084.01, Camden County, New Jersey","6084.01",228,348,353,4077,8,0,29,0,4077,190600,4077,62,NA,NA
"Census Tract 6084.02, Camden County, New Jersey","6084.02",367,493,176,3955,0,0,0,0,3955,253300,3955,140,NA,NA
"Census Tract 6084.03, Camden County, New Jersey","6084.03",373,970,431,7326,107,0,40,60,7326,238800,7326,318,NA,NA
"Census Tract 6084.04, Camden County, New Jersey","6084.04",465,1028,334,6398,73,20,25,0,6357,197700,6398,85,NA,NA
"Census Tract 6085.03, Camden County, New Jersey","6085.03",273,345,150,2721,12,53,24,0,2700,133800,2721,24,NA,NA
"Census Tract 6085.04, Camden County, New Jersey","6085.04",584,241,191,3365,9,35,0,0,3365,132300,3365,83,NA,NA
"Census Tract 6086, Camden County, New Jersey","6086",882,560,227,4911,16,111,35,29,4896,130200,4911,118,NA,NA
"Census Tract 6087, Camden County, New Jersey","6087",429,1478,388,7547,53,26,26,0,7431,237700,7547,242,NA,NA
"Census Tract 6088, Camden County, New Jersey","6088",721,686,284,5487,29,75,48,85,5467,177000,5487,155,NA,NA
"Census Tract 6089.01, Camden County, New Jersey","6089.01",537,688,475,5977,227,100,76,0,5968,172800,5977,281,NA,NA
"Census Tract 6089.03, Camden County, New Jersey","6089.03",14,536,167,3309,35,18,0,0,3309,217500,3309,78,NA,NA
"Census Tract 6089.04, Camden County, New Jersey","6089.04",52,136,118,1419,0,0,0,0,1413,232400,1419,58,NA,NA
"Census Tract 6090, Camden County, New Jersey","6090",294,86,112,1499,13,8,14,20,1496,153700,1499,7,NA,NA
"Census Tract 6091.03, Camden County, New Jersey","6091.03",174,642,435,5196,65,99,15,0,5132,184300,5196,152,NA,NA
"Census Tract 6092.01, Camden County, New Jersey","6092.01",513,534,318,4367,88,140,11,34,4367,163400,4367,54,NA,NA
"Census Tract 6092.02, Camden County, New Jersey","6092.02",594,655,279,4923,0,62,29,47,4923,157400,4923,72,NA,NA
"Census Tract 6092.03, Camden County, New Jersey","6092.03",445,1426,772,9250,270,21,69,346,9250,219700,9250,279,NA,NA
"Census Tract 6092.04, Camden County, New Jersey","6092.04",1016,289,233,4218,55,0,27,0,4218,111500,4218,58,NA,NA
"Census Tract 6092.05, Camden County, New Jersey","6092.05",334,1107,371,5993,44,45,0,0,5910,233400,5993,309,NA,NA
"Census Tract 61, Bergen County, New Jersey","61",590,1155,208,6690,0,143,41,0,6690,432300,6690,353,NA,NA
"Census Tract 61, Hudson County, New Jersey","61",1296,789,158,7258,0,108,22,0,7258,291900,7258,97,NA,NA
"Census Tract 61.01, Middlesex County, New Jersey","61.01",872,514,286,6507,12,56,0,67,6507,243900,6507,111,NA,NA
"Census Tract 61.03, Middlesex County, New Jersey","61.03",178,931,221,5115,0,0,0,26,5115,281700,5115,170,NA,NA
"Census Tract 61.04, Middlesex County, New Jersey","61.04",128,799,246,3971,47,0,12,0,3971,371600,3971,176,NA,NA
"Census Tract 6103, Camden County, New Jersey","6103",571,178,121,2151,0,149,0,147,2067,123100,2151,50,NA,NA
"Census Tract 6104, Camden County, New Jersey","6104",1509,256,136,4939,1,50,0,12,3532,91600,4939,122,NA,NA
"Census Tract 6105, Camden County, New Jersey","6105",1535,535,330,7550,0,104,340,0,7550,153100,7550,135,NA,NA
"Census Tract 6106, Camden County, New Jersey","6106",139,229,50,1204,0,14,0,30,1029,NA,1204,27,NA,NA
"Census Tract 6108, Camden County, New Jersey","6108",267,202,113,2718,12,26,18,12,2696,121300,2718,53,NA,NA
"Census Tract 6109, Camden County, New Jersey","6109",234,574,288,3348,64,44,26,0,3348,194700,3348,67,NA,NA
"Census Tract 611, Bergen County, New Jersey","611",66,1240,180,4553,43,17,0,0,4553,697300,4553,204,NA,NA
"Census Tract 6110, Camden County, New Jersey","6110",740,415,214,6274,14,100,18,216,6274,88700,6274,15,NA,NA
"Census Tract 6111, Camden County, New Jersey","6111",484,244,204,3081,21,3,0,12,3081,169000,3081,70,NA,NA
"Census Tract 6112, Camden County, New Jersey","6112",277,891,254,4568,42,77,38,0,4477,188200,4568,116,NA,NA
"Census Tract 6113, Camden County, New Jersey","6113",303,426,229,4072,0,144,14,101,3724,173100,4072,131,NA,NA
"Census Tract 6114, Camden County, New Jersey","6114",327,502,189,4361,17,37,27,0,4361,148200,4361,74,NA,NA
"Census Tract 6115, Camden County, New Jersey","6115",227,489,161,4976,35,31,49,0,4426,201900,4976,288,NA,NA
"Census Tract 6116, Camden County, New Jersey","6116",529,506,249,3944,69,131,0,106,3944,212800,3944,139,NA,NA
