"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","score"
"Census Tract 7028.07, Burlington County, New Jersey","7028.07",304,430,108,3401,40,153,58,0,3358,146600,3401,118,NA,NA
"Census Tract 7028.08, Burlington County, New Jersey","7028.08",407,338,110,3383,39,19,56,44,3383,150700,3383,63,NA,NA
"Census Tract 7028.09, Burlington County, New Jersey","7028.09",276,110,178,2141,9,37,0,73,2128,108300,2141,32,NA,NA
"Census Tract 7028.10, Burlington County, New Jersey","7028.10",73,201,114,1295,12,24,0,0,1295,243300,1295,46,NA,NA
"Census Tract 7028.11, Burlington County, New Jersey","7028.11",128,275,180,2406,29,0,5,0,2406,203900,2406,82,NA,NA
"Census Tract 7029.05, Burlington County, New Jersey","7029.05",141,1057,265,4125,82,38,17,100,4107,312700,4125,172,NA,NA
"Census Tract 7029.06, Burlington County, New Jersey","7029.06",30,332,88,2040,37,0,35,20,1889,265600,2040,79,NA,NA
"Census Tract 7029.07, Burlington County, New Jersey","7029.07",76,533,178,2629,0,0,0,0,2629,287000,2629,72,NA,NA
"Census Tract 7029.08, Burlington County, New Jersey","7029.08",128,1002,196,4170,130,14,27,30,4121,291500,4170,236,NA,NA
"Census Tract 7029.09, Burlington County, New Jersey","7029.09",218,1527,395,6418,36,243,36,102,6418,277200,6418,171,NA,NA
"Census Tract 7029.10, Burlington County, New Jersey","7029.10",183,918,249,5101,61,19,15,0,5078,461500,5101,192,NA,NA
"Census Tract 7029.13, Burlington County, New Jersey","7029.13",681,1273,335,4977,38,183,17,94,4933,152100,4977,198,NA,NA
"Census Tract 7029.14, Burlington County, New Jersey","7029.14",250,657,278,4236,63,0,46,0,4226,313300,4236,144,NA,NA
"Census Tract 7029.15, Burlington County, New Jersey","7029.15",227,1168,235,4257,72,108,0,24,4219,225200,4257,92,NA,NA
"Census Tract 7029.17, Burlington County, New Jersey","7029.17",67,488,113,1830,12,0,47,52,1806,267200,1830,88,NA,NA
"Census Tract 7029.18, Burlington County, New Jersey","7029.18",21,506,109,1735,37,27,18,4,1716,211300,1735,55,NA,NA
"Census Tract 7030, Burlington County, New Jersey","7030",522,1200,218,6048,40,29,0,0,6007,286200,6048,264,NA,NA
"Census Tract 7031.02, Burlington County, New Jersey","7031.02",44,600,120,2661,11,0,13,0,2645,513200,2661,97,NA,NA
"Census Tract 7031.03, Burlington County, New Jersey","7031.03",735,649,220,4662,18,86,55,76,4581,233500,4662,109,NA,NA
"Census Tract 7031.04, Burlington County, New Jersey","7031.04",131,949,269,4964,32,0,36,42,4755,284800,4964,206,NA,NA
"Census Tract 7032.01, Burlington County, New Jersey","7032.01",238,356,217,3725,0,0,11,0,3725,253400,3725,118,NA,NA
"Census Tract 7032.02, Burlington County, New Jersey","7032.02",110,403,152,2632,14,0,32,0,2632,360200,2632,124,NA,NA
"Census Tract 7032.03, Burlington County, New Jersey","7032.03",285,549,72,3844,74,35,56,0,3844,162400,3844,104,NA,NA
"Census Tract 7036, Burlington County, New Jersey","7036",268,898,506,6868,158,0,0,0,6868,284400,6868,415,NA,NA
"Census Tract 7037, Burlington County, New Jersey","7037",351,1104,311,6415,25,0,0,0,6304,297700,6415,261,NA,NA
"Census Tract 7038.01, Burlington County, New Jersey","7038.01",135,1803,212,6818,79,0,19,90,6783,379300,6818,240,NA,NA
"Census Tract 7038.02, Burlington County, New Jersey","7038.02",133,1087,358,4501,124,41,19,19,4491,341900,4501,226,NA,NA
"Census Tract 7038.03, Burlington County, New Jersey","7038.03",94,1149,338,4963,176,0,15,87,4818,322200,4963,207,NA,NA
"Census Tract 7038.04, Burlington County, New Jersey","7038.04",163,1810,372,7011,101,0,180,0,7011,385000,7011,513,NA,NA
"Census Tract 7039, Burlington County, New Jersey","7039",38,911,287,4031,85,0,6,0,4031,297600,4031,190,NA,NA
"Census Tract 7040.04, Burlington County, New Jersey","7040.04",142,853,285,3691,38,149,60,122,3675,235700,3691,116,NA,NA
"Census Tract 7040.05, Burlington County, New Jersey","7040.05",335,827,162,3942,46,75,15,30,3942,263400,3942,87,NA,NA
"Census Tract 7040.06, Burlington County, New Jersey","7040.06",85,465,92,2063,12,16,9,0,2063,242600,2063,134,NA,NA
"Census Tract 7040.07, Burlington County, New Jersey","7040.07",159,541,225,3636,70,63,58,22,3482,242700,3636,63,NA,NA
"Census Tract 7040.08, Burlington County, New Jersey","7040.08",247,1206,296,5084,37,20,52,9,5066,332500,5084,161,NA,NA
"Census Tract 7040.09, Burlington County, New Jersey","7040.09",151,1007,272,4503,99,184,48,107,4486,244500,4503,199,NA,NA
"Census Tract 7040.11, Burlington County, New Jersey","7040.11",22,641,267,3113,25,0,0,0,3113,398700,3113,102,NA,NA
"Census Tract 7040.12, Burlington County, New Jersey","7040.12",151,1587,368,5681,37,38,59,0,5681,231500,5681,298,NA,NA
"Census Tract 7040.13, Burlington County, New Jersey","7040.13",205,1142,374,5085,90,29,0,0,5085,291600,5085,180,NA,NA
"Census Tract 7040.14, Burlington County, New Jersey","7040.14",385,2152,522,8395,104,0,254,29,8311,348200,8395,365,NA,NA
"Census Tract 7042, Burlington County, New Jersey","7042",251,2028,462,8768,294,181,45,47,8437,309100,8768,289,NA,NA
"Census Tract 7043.02, Burlington County, New Jersey","7043.02",136,1068,290,5718,127,50,99,0,5718,437500,5718,348,NA,NA
"Census Tract 7045, Burlington County, New Jersey","7045",187,550,158,3799,43,93,6,27,3791,244300,3799,113,NA,NA
"Census Tract 7046, Burlington County, New Jersey","7046",495,155,142,2507,37,0,25,0,2264,183800,2507,46,NA,NA
"Census Tract 7047, Burlington County, New Jersey","7047",381,373,199,3761,70,48,12,31,3638,246400,3761,142,NA,NA
"Census Tract 7048.01, Burlington County, New Jersey","7048.01",116,371,268,3258,8,18,15,257,2350,226100,3258,27,NA,NA
"Census Tract 7048.02, Burlington County, New Jersey","7048.02",95,400,265,5287,0,7,5,185,552,NA,5287,21,NA,NA
"Census Tract 71, Essex County, New Jersey","71",768,360,77,4042,12,26,0,14,4042,248700,4042,265,NA,NA
"Census Tract 71, Hudson County, New Jersey","71",375,928,136,3313,0,25,8,26,3182,562500,3313,151,NA,NA
"Census Tract 71.01, Middlesex County, New Jersey","71.01",211,572,211,3516,38,53,0,0,3516,334500,3516,117,NA,NA
"Census Tract 71.02, Middlesex County, New Jersey","71.02",226,728,236,4701,24,47,46,38,4701,301000,4701,164,NA,NA
"Census Tract 71.03, Middlesex County, New Jersey","71.03",707,906,280,5354,0,89,0,87,5354,320300,5354,174,NA,NA
"Census Tract 7101, Ocean County, New Jersey","7101",286,1095,268,4545,148,204,144,106,4545,572300,4545,257,NA,NA
"Census Tract 7111, Ocean County, New Jersey","7111",265,915,354,4225,113,58,39,42,4121,372200,4225,161,NA,NA
"Census Tract 7112, Ocean County, New Jersey","7112",252,763,303,4737,81,46,0,46,4737,367000,4737,156,NA,NA
"Census Tract 7113, Ocean County, New Jersey","7113",75,702,202,3981,56,35,0,0,3981,338300,3981,150,NA,NA
"Census Tract 7114, Ocean County, New Jersey","7114",320,1154,392,5580,240,29,0,127,5549,436600,5580,141,NA,NA
"Census Tract 7120, Ocean County, New Jersey","7120",35,416,91,1333,23,12,18,8,1316,1292600,1333,72,NA,NA
"Census Tract 7130, Ocean County, New Jersey","7130",276,696,237,4535,7,25,78,7,4535,300600,4535,104,NA,NA
"Census Tract 7131, Ocean County, New Jersey","7131",216,1278,444,6356,176,0,18,0,6356,290600,6356,319,NA,NA
"Census Tract 7132.01, Ocean County, New Jersey","7132.01",58,498,106,2512,74,0,14,0,2512,379300,2512,96,NA,NA
"Census Tract 7132.02, Ocean County, New Jersey","7132.02",152,693,242,4081,33,0,13,0,4071,285800,4081,225,NA,NA
"Census Tract 7132.03, Ocean County, New Jersey","7132.03",502,621,359,4802,88,24,0,0,4802,227400,4802,165,NA,NA
"Census Tract 7133, Ocean County, New Jersey","7133",392,691,244,3917,0,0,56,0,3798,189500,3917,36,NA,NA
"Census Tract 7134.01, Ocean County, New Jersey","7134.01",472,885,406,4945,94,92,0,9,4764,209100,4945,99,NA,NA
"Census Tract 7134.02, Ocean County, New Jersey","7134.02",310,412,159,3331,50,92,0,20,3331,228600,3331,109,NA,NA
"Census Tract 7135, Ocean County, New Jersey","7135",113,428,275,2738,20,0,34,8,2738,299600,2738,58,NA,NA
"Census Tract 7136, Ocean County, New Jersey","7136",85,546,293,3656,43,0,0,10,3656,317800,3656,123,NA,NA
"Census Tract 7137, Ocean County, New Jersey","7137",78,458,220,2607,32,0,0,0,2607,401500,2607,205,NA,NA
"Census Tract 7138, Ocean County, New Jersey","7138",235,481,240,3397,74,122,6,24,3397,281800,3397,202,NA,NA
"Census Tract 7139, Ocean County, New Jersey","7139",922,765,467,6986,66,41,0,29,6986,279000,6986,100,NA,NA
"Census Tract 7140, Ocean County, New Jersey","7140",289,900,371,6398,95,0,70,0,6398,287500,6398,319,NA,NA
"Census Tract 7141, Ocean County, New Jersey","7141",436,367,228,3596,45,51,24,31,3403,206400,3596,108,NA,NA
"Census Tract 7142, Ocean County, New Jersey","7142",301,748,528,7144,116,84,18,0,7144,316300,7144,351,NA,NA
"Census Tract 7143, Ocean County, New Jersey","7143",174,499,247,3244,338,25,0,20,3244,347500,3244,149,NA,NA
"Census Tract 7144, Ocean County, New Jersey","7144",45,274,26,827,60,11,0,51,827,1006700,827,26,NA,NA
"Census Tract 7150, Ocean County, New Jersey","7150",1937,672,355,9981,73,62,30,214,9870,367800,9981,163,NA,NA
"Census Tract 7152, Ocean County, New Jersey","7152",4322,777,35,12643,18,97,55,36,12643,553200,12643,292,NA,NA
"Census Tract 7153.01, Ocean County, New Jersey","7153.01",3046,538,138,8882,14,46,0,0,8882,413900,8882,365,NA,NA
"Census Tract 7153.02, Ocean County, New Jersey","7153.02",3201,410,62,6621,0,83,0,95,6621,454800,6621,263,NA,NA
"Census Tract 7154.01, Ocean County, New Jersey","7154.01",1283,276,61,5280,0,0,0,0,5280,529700,5280,228,NA,NA
"Census Tract 7154.02, Ocean County, New Jersey","7154.02",2662,461,30,5969,0,0,0,111,5969,491600,5969,287,NA,NA
"Census Tract 7155, Ocean County, New Jersey","7155",2251,1023,219,13081,62,0,0,0,13081,379400,13081,645,NA,NA
"Census Tract 7156, Ocean County, New Jersey","7156",2854,424,78,8438,0,27,41,83,8117,410400,8438,304,NA,NA
"Census Tract 7157, Ocean County, New Jersey","7157",2882,983,206,10904,91,44,227,88,10687,348300,10904,248,NA,NA
"Census Tract 7158, Ocean County, New Jersey","7158",1718,594,83,8521,13,14,144,25,8521,423200,8521,193,NA,NA
"Census Tract 7159.01, Ocean County, New Jersey","7159.01",339,413,127,2341,72,128,23,173,2341,180800,2341,24,NA,NA
"Census Tract 7159.02, Ocean County, New Jersey","7159.02",407,367,298,4355,105,158,83,149,4297,92800,4355,146,NA,NA
"Census Tract 7160, Ocean County, New Jersey","7160",237,904,112,3747,76,47,15,0,3747,176300,3747,167,NA,NA
"Census Tract 7170.01, Ocean County, New Jersey","7170.01",323,409,184,2971,55,9,9,0,2961,329700,2971,54,NA,NA
"Census Tract 7170.02, Ocean County, New Jersey","7170.02",415,699,211,4775,194,61,33,120,4646,333500,4775,79,NA,NA
"Census Tract 7171.01, Ocean County, New Jersey","7171.01",231,1371,613,8564,47,78,0,0,8490,372600,8564,260,NA,NA
"Census Tract 7171.02, Ocean County, New Jersey","7171.02",174,763,388,4685,68,46,7,7,4685,337600,4685,237,NA,NA
"Census Tract 7172, Ocean County, New Jersey","7172",125,1468,667,8783,730,0,0,0,8783,402000,8783,283,NA,NA
"Census Tract 7173, Ocean County, New Jersey","7173",242,926,394,5824,182,0,16,0,5813,411200,5824,199,NA,NA
"Census Tract 7174, Ocean County, New Jersey","7174",304,746,438,5859,49,20,165,0,5850,333700,5859,104,NA,NA
"Census Tract 7175.01, Ocean County, New Jersey","7175.01",802,1300,614,7857,240,319,27,0,7857,249100,7857,340,NA,NA
"Census Tract 7175.02, Ocean County, New Jersey","7175.02",247,1122,521,7296,353,42,0,0,7296,359100,7296,180,NA,NA
"Census Tract 7180, Ocean County, New Jersey","7180",321,1104,522,8514,118,100,11,130,8438,304900,8514,263,NA,NA
"Census Tract 72, Essex County, New Jersey","72",545,281,39,3823,0,0,0,34,3823,298100,3823,166,NA,NA
"Census Tract 72, Hudson County, New Jersey","72",94,741,24,2444,6,46,56,95,2153,754500,2444,87,NA,NA
"Census Tract 72.02, Middlesex County, New Jersey","72.02",193,694,281,4702,32,30,98,32,4702,298500,4702,217,NA,NA
"Census Tract 72.03, Middlesex County, New Jersey","72.03",648,865,264,5005,0,112,46,115,5005,310000,5005,168,NA,NA
"Census Tract 7200.01, Ocean County, New Jersey","7200.01",163,610,235,4309,34,39,91,0,4195,200600,4309,61,NA,NA
"Census Tract 7201.01, Ocean County, New Jersey","7201.01",1280,652,345,6367,28,63,53,11,6260,69000,6367,72,NA,NA
"Census Tract 7201.02, Ocean County, New Jersey","7201.02",258,230,279,3553,0,125,86,60,3502,79800,3553,106,NA,NA
"Census Tract 7201.03, Ocean County, New Jersey","7201.03",434,436,366,4772,64,15,0,0,4635,58700,4772,106,NA,NA
"Census Tract 7202.02, Ocean County, New Jersey","7202.02",228,573,151,3642,0,28,112,0,3642,90000,3642,156,NA,NA
"Census Tract 7202.03, Ocean County, New Jersey","7202.03",253,621,208,4215,85,32,7,0,4215,173800,4215,128,NA,NA
"Census Tract 7202.04, Ocean County, New Jersey","7202.04",266,595,240,5687,77,9,9,15,5687,243900,5687,201,NA,NA
"Census Tract 7202.05, Ocean County, New Jersey","7202.05",88,500,219,3125,114,0,76,0,3003,189400,3125,158,NA,NA
"Census Tract 7202.06, Ocean County, New Jersey","7202.06",361,1084,339,6111,50,134,31,0,6075,271400,6111,144,NA,NA
"Census Tract 7210, Ocean County, New Jersey","7210",331,224,118,2683,4,182,0,100,2647,186200,2683,79,NA,NA
"Census Tract 7220.01, Ocean County, New Jersey","7220.01",208,790,214,5195,64,44,0,0,5195,259800,5195,201,NA,NA
"Census Tract 7220.02, Ocean County, New Jersey","7220.02",817,970,467,8844,130,20,14,0,8418,228900,8844,188,NA,NA
"Census Tract 7221, Ocean County, New Jersey","7221",416,701,294,5955,188,0,68,86,5694,311100,5955,176,NA,NA
"Census Tract 7222, Ocean County, New Jersey","7222",183,221,82,2386,52,33,0,0,2386,136400,2386,76,NA,NA
"Census Tract 7223, Ocean County, New Jersey","7223",44,729,186,3916,14,0,0,0,3819,396100,3916,144,NA,NA
"Census Tract 7224.01, Ocean County, New Jersey","7224.01",448,876,469,5329,121,72,20,0,5315,316100,5329,260,NA,NA
"Census Tract 7224.02, Ocean County, New Jersey","7224.02",109,795,329,3805,35,62,12,0,3805,295500,3805,225,NA,NA
"Census Tract 7225, Ocean County, New Jersey","7225",228,403,117,1713,171,11,69,27,1713,535600,1713,76,NA,NA
"Census Tract 7226, Ocean County, New Jersey","7226",125,377,101,2896,30,0,0,0,2896,278600,2896,166,NA,NA
"Census Tract 7227.01, Ocean County, New Jersey","7227.01",135,987,281,4881,0,0,0,0,4881,332100,4881,225,NA,NA
"Census Tract 7227.02, Ocean County, New Jersey","7227.02",220,535,271,4040,68,8,0,0,4040,288900,4040,174,NA,NA
"Census Tract 7228, Ocean County, New Jersey","7228",374,553,229,4525,18,0,35,0,4525,277800,4525,94,NA,NA
"Census Tract 7229, Ocean County, New Jersey","7229",697,764,294,5379,47,17,30,76,5367,277700,5379,112,NA,NA
"Census Tract 7230, Ocean County, New Jersey","7230",543,871,263,5941,65,122,93,0,5827,267400,5941,150,NA,NA
"Census Tract 7231, Ocean County, New Jersey","7231",204,731,218,4147,10,0,58,9,3615,285400,4147,175,NA,NA
"Census Tract 7232, Ocean County, New Jersey","7232",552,955,400,6296,156,0,0,0,6296,294100,6296,147,NA,NA
"Census Tract 7233, Ocean County, New Jersey","7233",801,995,359,7285,35,50,0,0,7282,249300,7285,162,NA,NA
"Census Tract 7234, Ocean County, New Jersey","7234",87,400,259,3278,54,24,37,0,3278,373300,3278,216,NA,NA
"Census Tract 7235, Ocean County, New Jersey","7235",271,275,134,2287,35,0,27,0,2287,233300,2287,106,NA,NA
"Census Tract 7236, Ocean County, New Jersey","7236",142,537,106,2327,17,36,14,7,2320,294400,2327,65,NA,NA
"Census Tract 7240, Ocean County, New Jersey","7240",638,154,158,3748,12,0,43,0,3742,178600,3748,42,NA,NA
"Census Tract 7250.01, Ocean County, New Jersey","7250.01",151,305,192,3113,15,0,26,0,3113,229800,3113,76,NA,NA
"Census Tract 7250.02, Ocean County, New Jersey","7250.02",694,656,465,5950,59,0,0,0,5918,234200,5950,100,NA,NA
"Census Tract 7251, Ocean County, New Jersey","7251",173,172,152,2147,0,14,16,0,2147,220500,2147,88,NA,NA
"Census Tract 7260, Ocean County, New Jersey","7260",21,294,51,1457,0,8,7,13,1457,406500,1457,58,NA,NA
"Census Tract 7270.01, Ocean County, New Jersey","7270.01",153,556,131,2161,43,34,35,0,2161,721200,2161,76,NA,NA
"Census Tract 7270.02, Ocean County, New Jersey","7270.02",127,332,54,1281,101,24,43,0,1281,510800,1281,44,NA,NA
"Census Tract 7280, Ocean County, New Jersey","7280",902,870,234,5302,134,37,89,30,5302,545600,5302,181,NA,NA
"Census Tract 7290, Ocean County, New Jersey","7290",240,199,71,1733,0,0,0,0,1733,253300,1733,89,NA,NA
"Census Tract 73, Essex County, New Jersey","73",1106,269,21,5713,0,54,0,0,5713,323200,5713,300,NA,NA
"Census Tract 73, Hudson County, New Jersey","73",47,943,50,2384,0,45,81,254,2384,657000,2384,127,NA,NA
"Census Tract 73.01, Middlesex County, New Jersey","73.01",117,414,158,3047,7,24,0,0,3033,325200,3047,140,NA,NA
"Census Tract 73.03, Middlesex County, New Jersey","73.03",26,234,122,1851,8,13,25,0,1851,290300,1851,29,NA,NA
"Census Tract 73.04, Middlesex County, New Jersey","73.04",404,1405,247,6905,16,121,0,50,6905,340600,6905,274,NA,NA
"Census Tract 7300, Ocean County, New Jersey","7300",191,386,173,2251,73,0,15,0,2251,317500,2251,74,NA,NA
"Census Tract 7310.01, Ocean County, New Jersey","7310.01",109,356,174,3089,49,30,34,0,3089,311000,3089,158,NA,NA
"Census Tract 7310.02, Ocean County, New Jersey","7310.02",296,541,69,3793,50,31,9,0,3611,270000,3793,125,NA,NA
"Census Tract 7311.01, Ocean County, New Jersey","7311.01",621,272,229,3352,12,0,0,0,3352,283800,3352,91,NA,NA
"Census Tract 7311.02, Ocean County, New Jersey","7311.02",891,739,322,6518,12,40,106,0,6501,258600,6518,122,NA,NA
"Census Tract 7311.03, Ocean County, New Jersey","7311.03",89,424,480,4510,10,0,0,0,4285,286200,4510,200,NA,NA
"Census Tract 7312.01, Ocean County, New Jersey","7312.01",424,362,295,4396,84,30,186,0,4396,158200,4396,48,NA,NA
"Census Tract 7312.02, Ocean County, New Jersey","7312.02",235,415,263,4173,132,36,102,0,4173,146500,4173,56,NA,NA
"Census Tract 7312.03, Ocean County, New Jersey","7312.03",94,126,44,1740,48,0,39,0,1740,162600,1740,24,NA,NA
"Census Tract 7312.04, Ocean County, New Jersey","7312.04",212,395,148,3541,126,0,30,0,3541,173000,3541,52,NA,NA
"Census Tract 7312.05, Ocean County, New Jersey","7312.05",313,490,192,3465,18,33,0,0,3465,148500,3465,61,NA,NA
"Census Tract 7312.06, Ocean County, New Jersey","7312.06",260,225,73,2296,62,19,25,7,2150,149200,2296,2,NA,NA
"Census Tract 7320.01, Ocean County, New Jersey","7320.01",132,896,528,6365,36,0,5,0,6365,350200,6365,222,NA,NA
"Census Tract 7320.02, Ocean County, New Jersey","7320.02",1393,1087,496,9123,159,15,0,0,9123,231900,9123,222,NA,NA
"Census Tract 7321.01, Ocean County, New Jersey","7321.01",553,729,436,6698,38,0,0,0,6698,259700,6698,312,NA,NA
"Census Tract 7321.03, Ocean County, New Jersey","7321.03",115,433,92,2450,23,0,0,0,2438,389100,2450,91,NA,NA
"Census Tract 7321.04, Ocean County, New Jersey","7321.04",205,346,301,3944,58,31,18,0,3944,277800,3944,196,NA,NA
"Census Tract 7330, Ocean County, New Jersey","7330",563,1372,676,8925,69,17,181,0,8925,304300,8925,248,NA,NA
"Census Tract 7340.01, Ocean County, New Jersey","7340.01",141,1272,453,8071,218,0,36,17,8071,273500,8071,179,NA,NA
"Census Tract 7340.02, Ocean County, New Jersey","7340.02",618,795,583,6538,248,0,55,0,6538,266600,6538,269,NA,NA
"Census Tract 7340.03, Ocean County, New Jersey","7340.03",805,641,351,7801,226,40,17,0,7698,205100,7801,134,NA,NA
"Census Tract 7350.01, Ocean County, New Jersey","7350.01",362,858,468,6967,28,0,100,53,6944,262500,6967,207,NA,NA
"Census Tract 7350.02, Ocean County, New Jersey","7350.02",799,1512,579,9348,76,15,67,61,9125,257100,9348,422,NA,NA
"Census Tract 7351.01, Ocean County, New Jersey","7351.01",453,413,226,2663,0,22,0,18,2663,228200,2663,23,NA,NA
"Census Tract 7351.03, Ocean County, New Jersey","7351.03",291,873,206,4122,82,83,58,0,4122,396500,4122,230,NA,NA
"Census Tract 7351.04, Ocean County, New Jersey","7351.04",247,803,244,3973,0,37,118,0,3953,341400,3973,170,NA,NA
"Census Tract 7360.01, Ocean County, New Jersey","7360.01",245,608,306,3522,80,0,58,0,3522,275100,3522,216,NA,NA
"Census Tract 7360.02, Ocean County, New Jersey","7360.02",39,164,129,1597,15,5,12,10,1597,271700,1597,84,NA,NA
"Census Tract 7361.01, Ocean County, New Jersey","7361.01",242,784,290,6144,174,115,26,0,5885,206300,6144,125,NA,NA
"Census Tract 7361.02, Ocean County, New Jersey","7361.02",982,721,490,7485,14,114,15,15,7471,212300,7485,321,NA,NA
"Census Tract 7361.05, Ocean County, New Jersey","7361.05",109,542,251,3697,136,30,123,0,3665,244300,3697,168,NA,NA
"Census Tract 7370, Ocean County, New Jersey","7370",195,506,146,3380,41,0,35,81,3369,226100,3380,100,NA,NA
"Census Tract 7380.01, Ocean County, New Jersey","7380.01",196,631,130,2061,71,0,8,0,2061,824900,2061,80,NA,NA
"Census Tract 7380.02, Ocean County, New Jersey","7380.02",68,412,61,1316,70,19,3,3,1316,767400,1316,95,NA,NA
"Census Tract 7381, Ocean County, New Jersey","7381",65,502,92,1629,22,0,27,7,1619,965500,1629,160,NA,NA
"Census Tract 7390, Ocean County, New Jersey","7390",120,613,147,2259,100,6,37,0,2259,675400,2259,154,NA,NA
"Census Tract 7391, Ocean County, New Jersey","7391",187,176,86,1592,18,0,46,0,1562,72700,1592,28,NA,NA
"Census Tract 74, Essex County, New Jersey","74",600,274,76,5217,16,0,0,16,2807,279000,5217,131,NA,NA
"Census Tract 74, Hudson County, New Jersey","74",151,1934,45,5052,0,121,62,694,5052,784200,5052,297,NA,NA
"Census Tract 74.02, Middlesex County, New Jersey","74.02",233,502,190,4352,22,145,26,0,4270,250200,4352,143,NA,NA
"Census Tract 75, Hudson County, New Jersey","75",403,1759,263,6041,16,143,16,272,6026,625600,6041,263,NA,NA
"Census Tract 75, Middlesex County, New Jersey","75",122,256,188,3131,38,0,4,19,3131,277400,3131,20,NA,NA
"Census Tract 75.01, Essex County, New Jersey","75.01",1827,287,125,4616,0,102,0,0,4616,281700,4616,190,NA,NA
"Census Tract 75.02, Essex County, New Jersey","75.02",922,68,43,2616,0,0,0,51,2616,293500,2616,77,NA,NA
"Census Tract 76, Essex County, New Jersey","76",548,225,92,3339,0,25,0,13,3339,479200,3339,106,NA,NA
"Census Tract 76, Hudson County, New Jersey","76",456,2507,64,7676,0,264,94,766,7676,741600,7676,253,NA,NA
"Census Tract 76, Middlesex County, New Jersey","76",534,766,167,5563,0,50,25,18,5563,275400,5563,103,NA,NA
"Census Tract 77, Essex County, New Jersey","77",458,263,77,2748,11,69,0,6,2748,275000,2748,137,NA,NA
"Census Tract 77, Hudson County, New Jersey","77",1459,2366,91,9154,16,119,88,1226,9154,712000,9154,213,NA,NA
"Census Tract 77.02, Middlesex County, New Jersey","77.02",436,1762,312,5930,25,40,16,0,5851,474900,5930,372,NA,NA
"Census Tract 77.03, Middlesex County, New Jersey","77.03",42,537,282,3430,114,22,13,34,3430,325300,3430,119,NA,NA
"Census Tract 77.04, Middlesex County, New Jersey","77.04",91,520,126,2746,19,0,0,0,2746,323400,2746,53,NA,NA
"Census Tract 78, Essex County, New Jersey","78",821,204,181,4076,0,0,0,0,4076,302800,4076,104,NA,NA
"Census Tract 78, Hudson County, New Jersey","78",549,380,18,1724,0,18,0,96,1724,NA,1724,34,NA,NA
"Census Tract 78.01, Middlesex County, New Jersey","78.01",121,607,161,3295,0,165,10,99,3295,309600,3295,64,NA,NA
"Census Tract 78.04, Middlesex County, New Jersey","78.04",242,921,308,5075,30,0,0,0,4959,348500,5075,165,NA,NA
"Census Tract 78.05, Middlesex County, New Jersey","78.05",100,1041,318,4679,54,0,16,0,4679,348700,4679,102,NA,NA
"Census Tract 78.06, Middlesex County, New Jersey","78.06",149,647,226,4046,0,20,10,0,4046,367500,4046,132,NA,NA
"Census Tract 79, Essex County, New Jersey","79",756,323,87,3890,0,59,12,53,3890,321800,3890,226,NA,NA
"Census Tract 79.05, Middlesex County, New Jersey","79.05",179,365,189,2244,12,0,42,0,2244,281100,2244,51,NA,NA
"Census Tract 79.06, Middlesex County, New Jersey","79.06",132,184,53,1507,0,54,0,14,1507,363700,1507,40,NA,NA
"Census Tract 79.07, Middlesex County, New Jersey","79.07",103,720,215,3200,0,15,0,38,3200,309100,3200,130,NA,NA
"Census Tract 79.08, Middlesex County, New Jersey","79.08",306,767,171,4697,0,142,0,46,4697,NA,4697,149,NA,NA
"Census Tract 79.09, Middlesex County, New Jersey","79.09",28,932,185,4331,47,0,19,46,4331,396800,4331,101,NA,NA
"Census Tract 79.10, Middlesex County, New Jersey","79.10",160,597,228,3207,77,67,50,0,3054,238500,3207,86,NA,NA
"Census Tract 79.11, Middlesex County, New Jersey","79.11",26,1002,137,3615,74,0,33,0,3615,481800,3615,180,NA,NA
"Census Tract 79.12, Middlesex County, New Jersey","79.12",188,1772,384,7029,11,0,47,0,7029,358800,7029,266,NA,NA
"Census Tract 8, Essex County, New Jersey","8",1323,355,174,4398,0,38,15,0,4398,237200,4398,133,NA,NA
"Census Tract 8, Hudson County, New Jersey","8",758,762,106,3570,12,56,22,135,3570,384700,3570,128,NA,NA
"Census Tract 8, Mercer County, New Jersey","8",560,60,44,2270,0,22,0,0,2249,84700,2270,51,NA,NA
"Census Tract 8.01, Middlesex County, New Jersey","8.01",96,608,165,4062,150,42,0,0,4062,329300,4062,170,NA,NA
"Census Tract 8.02, Middlesex County, New Jersey","8.02",190,350,111,2815,4,5,0,0,2815,329200,2815,32,NA,NA
"Census Tract 80, Bergen County, New Jersey","80",357,2261,283,8730,0,13,128,98,8683,656300,8730,299,NA,NA
"Census Tract 80, Essex County, New Jersey","80",733,321,74,2362,47,61,15,169,2362,324500,2362,108,NA,NA
"Census Tract 80.01, Middlesex County, New Jersey","80.01",166,885,342,6904,22,274,36,0,6904,227200,6904,290,NA,NA
"Census Tract 8001, Monmouth County, New Jersey","8001",346,708,327,4818,0,157,70,30,4818,273100,4818,539,NA,NA
"Census Tract 8002, Monmouth County, New Jersey","8002",214,745,234,4289,33,10,80,8,4279,384000,4289,268,NA,NA
"Census Tract 8004, Monmouth County, New Jersey","8004",116,473,150,3532,66,7,58,0,3532,310500,3532,131,NA,NA
"Census Tract 8005, Monmouth County, New Jersey","8005",174,643,260,4382,51,0,0,0,4382,314000,4382,118,NA,NA
"Census Tract 8006.01, Monmouth County, New Jersey","8006.01",465,602,287,5176,0,19,0,0,5176,249400,5176,115,NA,NA
